H  1 6562.80A,H  1 4861.32A,H  1 4340.46A,H  1 4101.73A,He 2 1640.41A,He 2 4685.68A,O  1 6300.30A,O  1 6363.78A,O  1 63.1679m,O  1 145.495m,O  2 3726.03A,O  2 3728.81A,O  3 1660.81A,O  3 1666.15A,O  3 4363.21A,O  3 4958.91A,O  3 5006.84A,O  3 51.8004m,O  3 88.3323m,Ne 3 3868.76A,Ne 3 3967.47A,C  2 157.636m,C  3 1906.68A,C  3 1908.73A,C  4 1548.19A,C  4 1550.78A,N  2 6548.05A,N  2 6583.45A,S  2 6716.44A,S  2 6730.82A,S  3 9068.62A,S  3 9530.62A,U,rho,metal,ssp type,age
2.8511,1.0,0.49596,0.27656,2.0199e-05,8.5773e-07,0.0062032,0.0019816,0.00286,0.00022886,0.32722,0.26801,0.0031286,0.0091784,0.018643,1.8729,5.5879,1.9532,0.63664,0.17281,0.05245,0.0016565,0.082887,0.056828,0.013909,0.044898,0.05451,0.16068,0.042164,0.051699,0.40194,1.0097,-1.5,3.0,0.02,single,5.0
2.8486,1.0,0.51013,0.28487,4.3479e-05,1.8087e-06,0.0047683,0.0015232,0.0020128,0.00015928,0.22014,0.18199,0.0064726,0.01898,0.032316,2.5312,7.552,2.0182,0.63907,0.27793,0.084359,0.00096645,0.14379,0.098595,0.029178,0.095505,0.034032,0.10032,0.02934,0.035604,0.37073,0.93124,-1.0,3.0,0.02,single,5.0
2.8584,1.0,0.53656,0.29882,9.9875e-05,4.1223e-06,0.0038917,0.0012432,0.0015776,0.00012327,0.16094,0.13394,0.013069,0.038262,0.055253,3.3695,10.053,2.039,0.63061,0.41246,0.12519,0.00066883,0.25173,0.17319,0.071352,0.2238,0.024216,0.071384,0.023525,0.028373,0.31531,0.79205,-0.5,3.0,0.02,single,5.0
2.9779,1.0,0.47736,0.26234,3.8853e-06,4.56e-07,0.0022176,0.00070839,0.12859,0.0099544,0.0030167,0.0044994,1.2991e-10,3.8046e-10,2.5596e-09,4.6619e-05,0.00013909,0.012521,0.022833,4.75e-06,1.4417e-06,1.4901,1.8801e-07,4.844e-07,2.2575e-07,3.2024e-07,0.015322,0.045165,0.054126,0.037378,0.0057467,0.014435,-4.0,1.0,0.03,single,5.0
2.959,1.0,0.48,0.26409,2.4609e-06,2.5087e-07,0.0039867,0.0012735,0.06703,0.0054405,0.014664,0.02183,3.4412e-09,1.0078e-08,1.1296e-07,0.00095536,0.0028504,0.087919,0.15865,5.0606e-05,1.536e-05,1.0678,2.3256e-06,3.7404e-06,1.1343e-05,1.6087e-05,0.036075,0.10634,0.094075,0.064985,0.020987,0.052718,-3.5,1.0,0.03,single,5.0
2.9365,1.0,0.48338,0.2661,2.151e-06,1.7528e-07,0.0044074,0.0014079,0.034352,0.0028958,0.053241,0.079151,1.7341e-07,5.0784e-07,7.9927e-06,0.018972,0.056605,0.45317,0.81146,0.00051321,0.00015577,0.73577,3.7468e-05,3.872e-05,0.00034875,0.00050652,0.072413,0.21346,0.12868,0.088931,0.071586,0.17982,-3.0,1.0,0.03,single,5.0
2.9226,1.0,0.48489,0.26707,2.4655e-06,1.6448e-07,0.0043193,0.0013798,0.019548,0.0016968,0.10608,0.15772,1.5397e-06,4.5095e-06,5.2867e-05,0.076307,0.22767,1.1565,2.0602,0.002156,0.0006544,0.47471,0.00023596,0.00021067,0.0028892,0.005176,0.089517,0.26388,0.12624,0.087303,0.13112,0.32937,-2.5,1.0,0.03,single,5.0
2.9161,1.0,0.4863,0.26821,3.2857e-06,1.9298e-07,0.0043822,0.0013999,0.013341,0.0011841,0.14705,0.21875,7.0319e-06,2.0599e-05,0.00015603,0.14426,0.4304,1.8001,3.1621,0.0049151,0.0014918,0.31269,0.00082102,0.00068318,0.00638,0.015332,0.087588,0.25819,0.10808,0.074824,0.16695,0.41938,-2.0,1.0,0.03,single,5.0
2.91,1.0,0.48952,0.27002,4.781e-06,2.5994e-07,0.0047119,0.0015052,0.010533,0.00095092,0.17634,0.26241,2.2711e-05,6.6561e-05,0.00037039,0.23234,0.6932,2.2922,3.9278,0.0096126,0.0029176,0.2176,0.0019646,0.0015877,0.01061,0.027544,0.082009,0.24175,0.093883,0.065055,0.19463,0.48889,-1.5,1.0,0.03,single,5.0
2.9036,1.0,0.49493,0.2728,7.4108e-06,3.8598e-07,0.0052111,0.0016647,0.0090645,0.00082798,0.1947,0.28979,6.433e-05,0.00018871,0.00085319,0.37743,1.1261,2.7135,4.5182,0.019208,0.0058301,0.15862,0.0040447,0.0032219,0.018047,0.04818,0.075851,0.2236,0.084943,0.05891,0.22487,0.56486,-1.0,1.0,0.03,single,5.0
2.8961,1.0,0.50207,0.27622,1.2187e-05,6.107e-07,0.0055915,0.0017862,0.0081227,0.00074437,0.20914,0.31132,0.00016952,0.00049797,0.0019088,0.61098,1.8229,3.0673,4.9661,0.038425,0.011663,0.12107,0.0080393,0.0063188,0.032226,0.086245,0.070575,0.20804,0.079499,0.055165,0.26167,0.6573,-0.5,1.0,0.03,single,5.0
2.9697,1.0,0.47827,0.26299,1.6214e-06,1.7153e-07,0.0033481,0.0010695,0.13157,0.010347,0.0055103,0.0079837,3.8068e-10,1.1148e-09,5.287e-09,7.9036e-05,0.00023581,0.013551,0.021638,8.6076e-06,2.6126e-06,0.89739,2.8877e-07,5.7473e-07,2.552e-07,3.6191e-07,0.021837,0.064371,0.073964,0.052622,0.0077559,0.019482,-4.0,1.5,0.03,single,5.0
2.9517,1.0,0.48086,0.26469,1.3059e-06,1.1326e-07,0.0052578,0.0016796,0.066282,0.0054522,0.02343,0.033834,1.0275e-08,3.0089e-08,2.5339e-07,0.0015194,0.0045331,0.097315,0.15324,8.303e-05,2.5201e-05,0.60339,4.6076e-06,5.4861e-06,1.3193e-05,1.8707e-05,0.047616,0.14036,0.11789,0.08407,0.027231,0.068402,-3.5,1.5,0.03,single,5.0
2.9287,1.0,0.48425,0.26673,1.5127e-06,1.0317e-07,0.0054236,0.0017325,0.031151,0.0026653,0.085052,0.12255,4.6905e-07,1.3737e-06,1.6766e-05,0.029456,0.087883,0.52738,0.82628,0.00086293,0.00026192,0.39024,8.8013e-05,7.4982e-05,0.00043957,0.00064126,0.093546,0.27576,0.15374,0.10977,0.092789,0.23308,-3.0,1.5,0.03,single,5.0
2.9156,1.0,0.48583,0.26774,2.1209e-06,1.2276e-07,0.0048278,0.0015422,0.015341,0.0013559,0.16128,0.2327,5.372e-06,1.5737e-05,0.00012796,0.12356,0.36867,1.4278,2.1903,0.0037929,0.0011512,0.22382,0.0006601,0.00051185,0.0035677,0.0068485,0.1046,0.30834,0.13328,0.095182,0.16654,0.41833,-2.5,1.5,0.03,single,5.0
2.9086,1.0,0.48778,0.2692,3.3292e-06,1.7642e-07,0.0043787,0.0013987,0.0092973,0.0008404,0.18791,0.27159,2.581e-05,7.5695e-05,0.00039698,0.24415,0.72846,2.3002,3.3481,0.009119,0.0027678,0.1256,0.0020584,0.0015724,0.0075849,0.018793,0.084867,0.25017,0.096074,0.068615,0.20594,0.51732,-2.0,1.5,0.03,single,5.0
2.9007,1.0,0.49305,0.27215,5.7167e-06,2.8945e-07,0.0044744,0.0014293,0.0070897,0.0006497,0.18914,0.27375,8.2365e-05,0.00024222,0.00097163,0.41666,1.2432,2.9487,4.0049,0.020055,0.006087,0.077171,0.0044223,0.0033982,0.013612,0.035887,0.068071,0.20066,0.075205,0.053695,0.23847,0.59902,-1.5,1.5,0.03,single,5.0
2.8928,1.0,0.50325,0.27744,1.0529e-05,5.2279e-07,0.0047109,0.0015048,0.0061569,0.00056511,0.1937,0.28063,0.00023466,0.00069291,0.0023496,0.71119,2.1219,3.4013,4.3287,0.045475,0.013803,0.054024,0.0093644,0.0071875,0.026227,0.07092,0.059083,0.17417,0.066355,0.047354,0.27841,0.69936,-1.0,1.5,0.03,single,5.0
2.8873,1.0,0.51849,0.28449,2.0756e-05,9.9376e-07,0.0048727,0.0015566,0.0056895,0.00051568,0.19401,0.28123,0.00064112,0.0019025,0.0055587,1.1847,3.5345,3.7719,4.5343,0.095496,0.028985,0.042128,0.020433,0.015508,0.054,0.14592,0.053133,0.15663,0.062826,0.044817,0.31684,0.79588,-0.5,1.5,0.03,single,5.0
2.9587,1.0,0.4795,0.26386,9.3341e-07,8.4893e-08,0.0055858,0.0017844,0.1383,0.01101,0.011948,0.015954,1.0487e-09,3.0711e-09,1.6062e-08,0.00015445,0.00046082,0.014923,0.017474,1.8014e-05,5.4677e-06,0.43218,6.8296e-07,8.7251e-07,2.9504e-07,4.1834e-07,0.034451,0.10156,0.10636,0.082233,0.011351,0.028514,-4.0,2.0,0.03,single,5.0
2.9418,1.0,0.48209,0.26555,9.7828e-07,7.3863e-08,0.0075554,0.0024135,0.068132,0.0056499,0.043808,0.058088,3.086e-08,9.0374e-08,7.6199e-07,0.0027782,0.0082889,0.10842,0.12454,0.00015512,4.7081e-05,0.27252,1.2319e-05,1.0934e-05,1.5375e-05,2.1805e-05,0.069267,0.20418,0.15434,0.12016,0.038086,0.095669,-3.5,2.0,0.03,single,5.0
2.9191,1.0,0.48537,0.26754,1.3636e-06,8.5577e-08,0.0072791,0.0023252,0.030664,0.0026425,0.14966,0.19788,1.5598e-06,4.5684e-06,4.3962e-05,0.049745,0.14842,0.60845,0.70123,0.0015636,0.00047457,0.16705,0.00025263,0.00018784,0.00052134,0.00076359,0.12831,0.37825,0.18804,0.14668,0.12372,0.31078,-3.0,2.0,0.03,single,5.0
2.9072,1.0,0.48697,0.26855,2.0972e-06,1.1604e-07,0.0057747,0.0018447,0.013854,0.0012308,0.24005,0.31883,1.6222e-05,4.7547e-05,0.0003049,0.2023,0.60358,1.6834,1.8659,0.0065195,0.0019788,0.088878,0.0015546,0.0011222,0.0040647,0.0081252,0.12576,0.37071,0.14413,0.11217,0.21097,0.52995,-2.5,2.0,0.03,single,5.0
2.899,1.0,0.48959,0.27038,3.5699e-06,1.8436e-07,0.0046497,0.0014853,0.0075921,0.00068794,0.23622,0.3152,7.069e-05,0.00020781,0.00090038,0.40541,1.2096,2.7301,2.747,0.016571,0.0050295,0.044554,0.0041775,0.0030339,0.0086351,0.021686,0.087511,0.25797,0.090908,0.070543,0.2583,0.64884,-2.0,2.0,0.03,single,5.0
2.8902,1.0,0.49689,0.27442,6.7818e-06,3.3837e-07,0.0042621,0.0013615,0.0053209,0.00048587,0.2092,0.28025,0.00022514,0.00066588,0.0022108,0.69314,2.068,3.4333,3.0873,0.039382,0.011953,0.024468,0.0089226,0.006556,0.016542,0.043969,0.061272,0.18062,0.06371,0.049253,0.29637,0.74446,-1.5,2.0,0.03,single,5.0
2.8843,1.0,0.51242,0.28243,1.4217e-05,6.9056e-07,0.004131,0.0013196,0.0044035,0.00039845,0.18878,0.25364,0.0006655,0.0019837,0.0054621,1.177,3.5116,3.8883,3.1746,0.090419,0.027444,0.01605,0.020093,0.014774,0.035135,0.095692,0.047813,0.14094,0.052691,0.040595,0.332,0.83395,-1.0,2.0,0.03,single,5.0
2.8859,1.0,0.53826,0.29422,3.1817e-05,1.4892e-06,0.0040215,0.0012846,0.0039853,0.00035229,0.17166,0.23112,0.0018745,0.0056324,0.012964,1.9179,5.7223,4.2254,3.1851,0.18163,0.05513,0.012311,0.047297,0.034449,0.081436,0.22041,0.04019,0.11847,0.048329,0.037142,0.35113,0.88202,-0.5,2.0,0.03,single,5.0
2.9438,1.0,0.4813,0.26512,7.3897e-07,5.9546e-08,0.010955,0.0034994,0.14692,0.011698,0.034155,0.037572,2.883e-09,8.4429e-09,8.2423e-08,0.00037234,0.0011109,0.01559,0.010551,4.8425e-05,1.4698e-05,0.17949,3.3678e-06,2.753e-06,3.5324e-07,5.0116e-07,0.062977,0.18564,0.1606,0.15013,0.018946,0.047591,-4.0,2.5,0.03,single,5.0
2.9276,1.0,0.48394,0.2668,9.0772e-07,6.4181e-08,0.012517,0.0039985,0.07055,0.0058146,0.10645,0.11554,1.1735e-07,3.4367e-07,3.5362e-06,0.0062605,0.018679,0.11458,0.07583,0.00037008,0.00011233,0.10753,5.5607e-05,4.0743e-05,1.888e-05,2.6792e-05,0.11602,0.34202,0.20903,0.19822,0.060489,0.15194,-3.5,2.5,0.03,single,5.0
2.907,1.0,0.48688,0.26862,1.3578e-06,8.2949e-08,0.010769,0.0034401,0.030767,0.0026174,0.30698,0.33275,6.5021e-06,1.9044e-05,0.00014239,0.091651,0.27345,0.64316,0.43103,0.0032081,0.00097372,0.062861,0.00093893,0.00065549,0.00062067,0.00091333,0.19024,0.56078,0.22543,0.21408,0.17517,0.44002,-3.0,2.5,0.03,single,5.0
2.8965,1.0,0.48856,0.26965,2.159e-06,1.1841e-07,0.0076086,0.0024305,0.013423,0.0011676,0.40283,0.44033,5.1639e-05,0.00015141,0.00080587,0.34562,1.0312,1.7621,1.1431,0.012236,0.0037138,0.032001,0.0040861,0.0028428,0.0045588,0.0093557,0.16382,0.48291,0.15433,0.14573,0.28055,0.70473,-2.5,2.5,0.03,single,5.0
2.888,1.0,0.49177,0.27175,3.8107e-06,1.9613e-07,0.0055829,0.0017834,0.0069954,0.00061672,0.34145,0.3766,0.00018558,0.00054601,0.0021132,0.67195,2.0048,2.7895,1.6582,0.031131,0.0094488,0.015151,0.009219,0.0064662,0.0096317,0.024402,0.10202,0.30074,0.088853,0.083273,0.33657,0.84543,-2.0,2.5,0.03,single,5.0
2.88,1.0,0.50044,0.27652,7.6111e-06,3.7842e-07,0.0046446,0.0014837,0.0045618,0.00040213,0.26344,0.29302,0.00054473,0.001612,0.0047644,1.0885,3.2477,3.3753,1.8178,0.070867,0.021509,0.0077681,0.018559,0.013142,0.019034,0.050797,0.063564,0.18738,0.056791,0.052729,0.37158,0.93338,-1.5,2.5,0.03,single,5.0
2.8775,1.0,0.51981,0.2864,1.7339e-05,8.1791e-07,0.0040683,0.0012996,0.0035077,0.00030534,0.20858,0.23357,0.0015293,0.0045534,0.010847,1.7294,5.1599,3.6759,1.8269,0.14909,0.045253,0.0047976,0.040391,0.028681,0.042356,0.11566,0.04455,0.13132,0.043289,0.03986,0.39003,0.97972,-1.0,2.5,0.03,single,5.0
2.8878,1.0,0.55396,0.30179,4.0335e-05,1.8846e-06,0.0036582,0.0011686,0.0029847,0.00025391,0.16988,0.19117,0.0041039,0.012286,0.02384,2.6543,7.9194,3.8611,1.7991,0.27526,0.083549,0.003509,0.090921,0.06441,0.10458,0.28281,0.034335,0.10121,0.037254,0.034106,0.37761,0.94854,-0.5,2.5,0.03,single,5.0
2.9272,1.0,0.48345,0.2666,7.0392e-07,5.3748e-08,0.023115,0.0073839,0.15108,0.011477,0.10125,0.080409,1.2142e-08,3.5559e-08,4.7759e-07,0.00091007,0.0027153,0.012904,0.004397,0.00014001,4.2496e-05,0.067331,2.321e-05,1.6561e-05,4.4429e-07,6.3087e-07,0.11717,0.34538,0.2168,0.27309,0.032849,0.082515,-4.0,3.0,0.03,single,5.0
2.9124,1.0,0.4861,0.26821,9.1977e-07,6.395e-08,0.0222,0.0070917,0.070225,0.005459,0.26362,0.20534,6.4198e-07,1.8801e-06,1.684e-05,0.014044,0.041901,0.0957,0.031921,0.00092657,0.00028123,0.039036,0.00029589,0.00020773,2.3575e-05,3.3504e-05,0.1956,0.5766,0.2484,0.31903,0.097919,0.24597,-3.5,3.0,0.03,single,5.0
2.8956,1.0,0.48849,0.26973,1.3949e-06,8.4805e-08,0.016574,0.0052945,0.029789,0.0023559,0.5888,0.45835,2.5214e-05,7.3843e-05,0.00041398,0.15873,0.47358,0.5316,0.17957,0.0062182,0.0018873,0.022011,0.0031641,0.0022,0.00072903,0.0010788,0.27195,0.80166,0.22852,0.29422,0.2436,0.61191,-3.0,3.0,0.03,single,5.0
2.8865,1.0,0.49022,0.2708,2.2461e-06,1.2318e-07,0.010628,0.003395,0.012825,0.0010244,0.65351,0.51328,0.00015783,0.0004624,0.0019948,0.55896,1.6677,1.4331,0.48147,0.02161,0.0065591,0.010886,0.0104,0.0072302,0.0050315,0.010543,0.21054,0.62064,0.14224,0.18207,0.36933,0.92773,-2.5,3.0,0.03,single,5.0
2.8779,1.0,0.49387,0.27311,4.0555e-06,2.0757e-07,0.0073683,0.0023537,0.0065771,0.00052663,0.49873,0.39603,0.0004742,0.0013903,0.0047165,1.0465,3.1224,2.1939,0.71811,0.053794,0.016327,0.0050173,0.020508,0.01432,0.010546,0.026848,0.12216,0.36011,0.07749,0.098222,0.43454,1.0915,-2.0,3.0,0.03,single,5.0
2.8712,1.0,0.5035,0.27833,8.4392e-06,4.0773e-07,0.0057126,0.0018248,0.0041309,0.00032875,0.34982,0.28099,0.0012086,0.0035438,0.0094274,1.5868,4.7343,2.5454,0.80654,0.11406,0.034618,0.0025103,0.03738,0.026261,0.021062,0.056299,0.071081,0.20953,0.046924,0.058753,0.46193,1.1603,-1.5,3.0,0.03,single,5.0
2.8721,1.0,0.525,0.28918,1.9024e-05,8.9723e-07,0.0046287,0.0014786,0.0030146,0.00023755,0.25221,0.20445,0.0030211,0.0088485,0.018979,2.3333,6.9617,2.6718,0.82495,0.21687,0.065824,0.0015104,0.073215,0.05167,0.04749,0.12966,0.046498,0.13707,0.033828,0.041908,0.45692,1.1477,-1.0,3.0,0.03,single,5.0
2.8884,1.0,0.5636,0.30639,4.5252e-05,2.1151e-06,0.0038996,0.0012457,0.0024236,0.00018821,0.18909,0.15433,0.00733,0.021421,0.037451,3.3476,9.9877,2.7216,0.82373,0.36617,0.11114,0.0010665,0.1478,0.10495,0.11968,0.32306,0.033649,0.09919,0.027652,0.034009,0.41384,1.0395,-0.5,3.0,0.03,single,5.0
3.0302,1.0,0.47543,0.26001,3.1063e-06,3.7287e-07,0.00013555,4.3299e-05,0.12817,0.009206,5.8366e-05,8.7125e-05,1.2941e-10,3.7899e-10,9.4419e-10,1.5894e-06,4.7422e-06,0.010254,0.019071,6.4555e-08,1.9594e-08,1.7916,6.3964e-08,4.5075e-07,9.2205e-08,1.1968e-07,0.0016671,0.0049144,0.0065874,0.0045874,0.00097462,0.0024482,-4.0,1.0,0.04,single,5.0
3.0068,1.0,0.47842,0.26199,1.7901e-06,1.8433e-07,0.00055586,0.00017756,0.069315,0.0052055,0.00087694,0.0013067,2.7445e-09,8.0373e-09,7.7098e-09,5.71e-05,0.00017036,0.071481,0.13063,1.948e-06,5.9126e-07,1.2959,2.9923e-07,2.5234e-06,6.7246e-06,8.6938e-06,0.0071511,0.02108,0.021512,0.01492,0.0053034,0.013322,-3.5,1.0,0.04,single,5.0
2.9823,1.0,0.48215,0.26414,1.3685e-06,1.0473e-07,0.00088435,0.0002825,0.034921,0.0027358,0.0047781,0.0071062,4.3879e-08,1.285e-07,1.4582e-07,0.0019052,0.0056844,0.38021,0.68722,2.7262e-05,8.2746e-06,0.92272,9.5485e-07,1.4713e-05,0.00022115,0.00028978,0.019253,0.056755,0.03988,0.027639,0.023817,0.059826,-3.0,1.0,0.04,single,5.0
2.9624,1.0,0.4844,0.26564,1.4491e-06,8.1225e-08,0.0010811,0.00034535,0.019391,0.0015668,0.016075,0.023898,3.5873e-07,1.0506e-06,1.6099e-06,0.012383,0.036945,1.061,1.9028,0.00018336,5.5654e-05,0.61244,4.7697e-06,6.1969e-05,0.0023897,0.0035876,0.034256,0.10098,0.052792,0.036554,0.059651,0.14984,-2.5,1.0,0.04,single,5.0
2.953,1.0,0.48598,0.26694,1.8721e-06,8.4022e-08,0.0013823,0.00044155,0.013134,0.0010873,0.04053,0.060264,1.786e-06,5.2327e-06,1.0584e-05,0.030437,0.090811,1.784,3.1426,0.00058802,0.00017847,0.40133,4.6899e-05,0.00019615,0.0066658,0.013829,0.046071,0.13581,0.057497,0.039785,0.091765,0.23051,-2.0,1.0,0.04,single,5.0
2.9468,1.0,0.49034,0.2693,2.7436e-06,1.053e-07,0.0018732,0.00059839,0.010564,0.00089243,0.073587,0.10946,6.7482e-06,1.9788e-05,4.5575e-05,0.062014,0.18502,2.407,4.1047,0.0015363,0.00046628,0.27306,0.00024409,0.00053546,0.012326,0.02851,0.053276,0.15705,0.058018,0.040152,0.12032,0.30224,-1.5,1.0,0.04,single,5.0
2.94,1.0,0.49849,0.27334,4.4215e-06,1.5186e-07,0.0024965,0.00079749,0.0094056,0.0008052,0.10583,0.15747,2.111e-05,6.1996e-05,0.00015432,0.13045,0.3892,2.985,4.9062,0.0044351,0.0013461,0.19599,0.00077067,0.0012816,0.023512,0.056516,0.056673,0.16706,0.05769,0.039945,0.15414,0.38718,-1.0,1.0,0.04,single,5.0
2.9314,1.0,0.50974,0.27847,7.562e-06,2.4136e-07,0.0030819,0.00098448,0.0088423,0.00075794,0.13134,0.19548,6.1032e-05,0.0001796,0.00048679,0.28041,0.83662,3.5381,5.6219,0.013065,0.0039655,0.14952,0.0019561,0.0028326,0.046424,0.11244,0.057895,0.17066,0.058373,0.040437,0.20057,0.50383,-0.5,1.0,0.04,single,5.0
3.0173,1.0,0.47679,0.26096,1.1783e-06,1.2545e-07,0.00029299,9.3595e-05,0.13487,0.0098452,0.00019335,0.00027959,3.843e-10,1.1254e-09,1.0979e-09,4.4288e-06,1.3214e-05,0.011468,0.018354,2.0574e-07,6.2446e-08,1.0674,7.0166e-08,4.8463e-07,1.2061e-07,1.5638e-07,0.0034127,0.01006,0.012695,0.0091127,0.0017529,0.0044031,-4.0,1.5,0.04,single,5.0
2.996,1.0,0.47958,0.26281,8.2934e-07,6.7502e-08,0.00093045,0.00029723,0.069661,0.0053366,0.001918,0.0027663,8.3404e-09,2.4425e-08,1.2654e-08,0.00012556,0.00037463,0.08078,0.12679,4.3281e-06,1.3136e-06,0.72387,3.4655e-07,2.8131e-06,7.9285e-06,1.0248e-05,0.011621,0.034256,0.032748,0.023488,0.0082183,0.020644,-3.5,1.5,0.04,single,5.0
2.9709,1.0,0.48342,0.26505,8.5583e-07,4.6591e-08,0.0013165,0.00042056,0.032606,0.002602,0.010253,0.01473,1.437e-07,4.2084e-07,4.3594e-07,0.0039698,0.011844,0.44494,0.69368,6.2894e-05,1.909e-05,0.48755,1.8328e-06,1.7993e-05,0.0002808,0.00036882,0.030343,0.089445,0.057019,0.040924,0.03648,0.091636,-3.0,1.5,0.04,single,5.0
2.9502,1.0,0.48589,0.26668,1.147e-06,4.6244e-08,0.0014901,0.00047599,0.015888,0.0013097,0.037293,0.053605,1.3519e-06,3.9605e-06,6.7698e-06,0.027024,0.080627,1.3027,1.988,0.00047175,0.00014318,0.29365,2.4298e-05,9.4081e-05,0.0031032,0.0048728,0.052047,0.15342,0.069785,0.050007,0.091681,0.2303,-2.5,1.5,0.04,single,5.0
2.9408,1.0,0.48828,0.26844,1.7786e-06,6.0896e-08,0.0017772,0.00056771,0.0096447,0.00081645,0.082174,0.11841,8.0657e-06,2.3662e-05,4.6838e-05,0.069021,0.20593,2.2892,3.29,0.001546,0.00046924,0.16542,0.00025112,0.00041142,0.0081901,0.017682,0.058844,0.17346,0.063302,0.04529,0.13512,0.33941,-2.0,1.5,0.04,single,5.0
2.9333,1.0,0.49535,0.27223,3.1463e-06,9.8158e-08,0.0022369,0.00071457,0.0074713,0.00064376,0.11764,0.16987,3.3117e-05,9.7509e-05,0.00017684,0.14563,0.43451,3.1776,4.199,0.0042744,0.0012973,0.098532,0.00093031,0.0012292,0.016325,0.03841,0.055672,0.16411,0.054492,0.038951,0.17155,0.43093,-1.5,1.5,0.04,single,5.0
2.925,1.0,0.51036,0.27969,6.1865e-06,1.8408e-07,0.0027307,0.00087232,0.0067679,0.00058439,0.1343,0.19418,0.00010628,0.00031466,0.00058599,0.33731,1.0064,3.9544,4.8361,0.014686,0.0044574,0.067361,0.0022931,0.0029248,0.035305,0.08591,0.051707,0.15242,0.051156,0.036539,0.22496,0.56508,-1.0,1.5,0.04,single,5.0
2.9211,1.0,0.53332,0.28978,1.2744e-05,3.6961e-07,0.0030762,0.00098266,0.0065648,0.00055737,0.14175,0.20515,0.00031628,0.00094202,0.0019897,0.75608,2.2558,4.5772,5.2664,0.047582,0.014442,0.052687,0.0061034,0.0071531,0.080321,0.19665,0.049103,0.14475,0.051751,0.036943,0.29067,0.73013,-0.5,1.5,0.04,single,5.0
3.0015,1.0,0.47853,0.26219,5.883e-07,4.9454e-08,0.00074185,0.00023698,0.1452,0.010811,0.00077704,0.001028,1.0338e-09,3.0276e-09,1.4407e-09,1.4646e-05,4.3697e-05,0.013038,0.014967,7.8138e-07,2.3716e-07,0.51403,7.954e-08,5.3066e-07,1.4124e-07,1.8314e-07,0.0078146,0.023036,0.025904,0.020317,0.0034479,0.0086608,-4.0,2.0,0.04,single,5.0
2.982,1.0,0.48123,0.26396,5.5177e-07,3.3226e-08,0.0017253,0.00055113,0.07278,0.0056655,0.005141,0.0067667,2.2569e-08,6.6095e-08,3.0024e-08,0.00034061,0.0010162,0.092293,0.10323,1.1525e-05,3.4982e-06,0.32634,4.952e-07,3.2271e-06,9.507e-06,1.229e-05,0.021492,0.063355,0.053369,0.042034,0.014195,0.035657,-3.5,2.0,0.04,single,5.0
2.9566,1.0,0.48523,0.26633,7.2944e-07,3.1375e-08,0.0021433,0.00068465,0.032795,0.0026493,0.026898,0.035164,4.132e-07,1.2102e-06,2.116e-06,0.0099792,0.029774,0.51554,0.57951,0.0001793,5.442e-05,0.20891,7.5988e-06,2.4529e-05,0.00034748,0.00045764,0.053513,0.15775,0.08627,0.06812,0.060596,0.15221,-3.0,2.0,0.04,single,5.0
2.9358,1.0,0.48796,0.26805,1.1088e-06,3.8901e-08,0.0021985,0.00070229,0.014915,0.0012422,0.085457,0.11225,4.1612e-06,1.2197e-05,3.0596e-05,0.063366,0.18906,1.5338,1.6703,0.0012766,0.00038748,0.11815,0.0001204,0.00017458,0.0037524,0.0060903,0.081184,0.23931,0.09351,0.073526,0.14348,0.3604,-2.5,2.0,0.04,single,5.0
2.9254,1.0,0.49134,0.27036,1.8872e-06,5.9412e-08,0.0023265,0.00074318,0.0083328,0.00071231,0.14422,0.19085,2.4944e-05,7.3342e-05,0.000155,0.15635,0.46649,2.754,2.7086,0.0039767,0.001207,0.060162,0.0007983,0.00084453,0.0097232,0.02141,0.074844,0.22063,0.070752,0.055342,0.20112,0.50521,-2.0,2.0,0.04,single,5.0
2.918,1.0,0.50115,0.27556,3.7205e-06,1.1036e-07,0.0026005,0.0008307,0.0060401,0.00052343,0.16101,0.21424,0.00010195,0.00030194,0.00054018,0.33193,0.99032,3.854,3.3357,0.011936,0.0036229,0.032203,0.0023345,0.0023871,0.020562,0.048837,0.058317,0.17191,0.052856,0.04115,0.248,0.62295,-1.5,2.0,0.04,single,5.0
2.9138,1.0,0.52305,0.2863,8.177e-06,2.3655e-07,0.0027913,0.00089167,0.0051858,0.0004465,0.1525,0.2037,0.0003405,0.0010177,0.0018848,0.74044,2.2092,4.6533,3.628,0.041663,0.012646,0.020736,0.0060559,0.0060889,0.04818,0.11807,0.047473,0.13994,0.046008,0.035673,0.31162,0.78277,-1.0,2.0,0.04,single,5.0
2.922,1.0,0.55992,0.30217,1.935e-05,5.3793e-07,0.0028274,0.0009032,0.0048347,0.00040453,0.14846,0.19881,0.0010779,0.0032499,0.0061783,1.4818,4.4211,5.1665,3.7229,0.11724,0.035585,0.015874,0.018713,0.017312,0.12065,0.29661,0.041598,0.12262,0.043631,0.033732,0.36515,0.91723,-0.5,2.0,0.04,single,5.0
