H  1 6562.80A,H  1 4861.32A,H  1 4340.46A,H  1 4101.73A,He 2 1640.41A,He 2 4685.68A,O  1 6300.30A,O  1 6363.78A,O  1 63.1679m,O  1 145.495m,O  2 3726.03A,O  2 3728.81A,O  3 1660.81A,O  3 1666.15A,O  3 4363.21A,O  3 4958.91A,O  3 5006.84A,O  3 51.8004m,O  3 88.3323m,Ne 3 3868.76A,Ne 3 3967.47A,C  2 157.636m,C  3 1906.68A,C  3 1908.73A,C  4 1548.19A,C  4 1550.78A,N  2 6548.05A,N  2 6583.45A,S  2 6716.44A,S  2 6730.82A,S  3 9068.62A,S  3 9530.62A,U,rho,metal,ssp type,age
2.9808,1.0,0.48093,0.26386,4.1565e-07,2.6216e-08,0.0023698,0.00075701,0.15796,0.011908,0.0043554,0.0046904,2.2774e-09,6.6694e-09,3.6402e-09,6.1746e-05,0.00018422,0.013919,0.0090941,4.0675e-06,1.2346e-06,0.21485,1.3179e-07,6.3125e-07,2.0498e-07,2.6552e-07,0.021211,0.062526,0.056724,0.054267,0.0078793,0.019792,-4.0,2.5,0.04,single,5.0
2.9628,1.0,0.48362,0.26561,4.8346e-07,2.3498e-08,0.0038848,0.001241,0.076965,0.0060194,0.019679,0.020966,5.0558e-08,1.4806e-07,1.6212e-07,0.0012145,0.0036235,0.098886,0.062712,4.3611e-05,1.3237e-05,0.1296,1.8848e-06,4.6708e-06,1.2187e-05,1.5762e-05,0.047926,0.14128,0.093941,0.090929,0.02889,0.072569,-3.5,2.5,0.04,single,5.0
2.9378,1.0,0.4876,0.26799,7.2071e-07,2.8005e-08,0.0041452,0.0013241,0.033791,0.0027217,0.092606,0.098127,1.1793e-06,3.454e-06,1.5691e-05,0.029458,0.087891,0.56447,0.36519,0.00064364,0.00019536,0.07931,7.0875e-05,7.1049e-05,0.00044369,0.00058656,0.10771,0.3175,0.13503,0.1311,0.11165,0.28045,-3.0,2.5,0.04,single,5.0
2.92,1.0,0.49043,0.2697,1.1483e-06,3.8631e-08,0.0037782,0.0012069,0.015026,0.0012423,0.20347,0.21806,1.3241e-05,3.8823e-05,0.00016497,0.16397,0.48921,1.7604,1.1115,0.0036559,0.0011096,0.042641,0.00066063,0.00055599,0.0044533,0.0074527,0.12954,0.38185,0.12133,0.11678,0.22817,0.57314,-2.5,2.5,0.04,single,5.0
2.9102,1.0,0.49479,0.27246,2.0444e-06,6.3063e-08,0.0034598,0.0011052,0.0081368,0.00068582,0.24146,0.26208,6.8108e-05,0.00020043,0.00057899,0.37277,1.1122,3.0427,1.7553,0.010837,0.0032893,0.020601,0.0024073,0.0019833,0.011311,0.02521,0.097495,0.2874,0.07887,0.075144,0.29962,0.75263,-2.0,2.5,0.04,single,5.0
2.9037,1.0,0.50672,0.2787,4.216e-06,1.24e-07,0.0033897,0.0010828,0.0055503,0.0004721,0.23096,0.25347,0.00025394,0.00075195,0.0017033,0.70543,2.1047,3.9129,2.0389,0.031359,0.0095182,0.010513,0.0062781,0.0052053,0.024509,0.058531,0.067746,0.1997,0.053531,0.050462,0.35654,0.89562,-1.5,2.5,0.04,single,5.0
2.9054,1.0,0.53328,0.29152,9.7202e-06,2.7932e-07,0.0031905,0.0010192,0.0044022,0.00037134,0.20267,0.2242,0.00083068,0.0024754,0.0050189,1.3138,3.9198,4.4016,2.1182,0.089389,0.027132,0.0064647,0.016344,0.013453,0.058932,0.1449,0.050187,0.14794,0.042173,0.039397,0.40929,1.0281,-1.0,2.5,0.04,single,5.0
2.9245,1.0,0.57976,0.31115,2.4456e-05,6.6916e-07,0.0029248,0.00093432,0.0038227,0.00031382,0.17146,0.19068,0.0025859,0.0077473,0.013876,2.2904,6.8336,4.6976,2.1254,0.20592,0.062504,0.0047318,0.045607,0.036541,0.15339,0.37721,0.039514,0.11648,0.03678,0.034138,0.42891,1.0774,-0.5,2.5,0.04,single,5.0
2.9585,1.0,0.48371,0.26577,3.7713e-07,1.9709e-08,0.0077865,0.0024874,0.16708,0.012213,0.023218,0.017961,4.1022e-09,1.2013e-08,3.2262e-08,0.00024066,0.00071802,0.011589,0.0038223,2.1268e-05,6.4552e-06,0.081081,1.0403e-06,1.3564e-06,2.6237e-07,3.4015e-07,0.055508,0.16363,0.10611,0.13702,0.017883,0.044921,-4.0,3.0,0.04,single,5.0
2.9426,1.0,0.48647,0.2675,4.8411e-07,2.1572e-08,0.0092494,0.0029546,0.078893,0.005902,0.076418,0.058089,1.0616e-07,3.1088e-07,1.4732e-06,0.0041109,0.012265,0.082793,0.02659,0.00017474,5.3035e-05,0.047663,1.9277e-05,1.7429e-05,1.6053e-05,2.0785e-05,0.10605,0.31261,0.14382,0.18913,0.059088,0.14842,-3.5,3.0,0.04,single,5.0
2.9202,1.0,0.49013,0.26971,7.4677e-07,2.8198e-08,0.0084456,0.0026979,0.03374,0.0025696,0.27818,0.21124,4.7059e-06,1.3782e-05,9.3125e-05,0.075345,0.2248,0.48939,0.16073,0.0019812,0.00060133,0.028167,0.00056375,0.00041674,0.00056042,0.00074423,0.20054,0.59115,0.17351,0.22875,0.19353,0.48613,-3.0,3.0,0.04,single,5.0
2.9055,1.0,0.49296,0.27137,1.2043e-06,4.0262e-08,0.0065589,0.0020952,0.014799,0.0011421,0.45064,0.34636,4.6749e-05,0.00013696,0.00069201,0.34737,1.0364,1.454,0.4781,0.0091791,0.002786,0.014629,0.0031462,0.0022907,0.0051585,0.0088583,0.19899,0.58657,0.13067,0.17077,0.34665,0.87076,-2.5,3.0,0.04,single,5.0
2.8964,1.0,0.49815,0.27448,2.1912e-06,6.7591e-08,0.0054366,0.0017367,0.0079816,0.00062198,0.43717,0.34062,0.0001872,0.00054875,0.0019599,0.73769,2.201,2.4215,0.77647,0.026122,0.0079285,0.006887,0.0080491,0.0059278,0.012811,0.028816,0.13287,0.39168,0.07719,0.099737,0.43608,1.0954,-2.0,3.0,0.04,single,5.0
2.8924,1.0,0.51148,0.28136,4.5959e-06,1.3546e-07,0.0048127,0.0015374,0.0052729,0.00041203,0.35923,0.28372,0.00059555,0.0017455,0.0046216,1.2406,3.7015,2.965,0.92135,0.066117,0.020068,0.0034658,0.01715,0.012829,0.027848,0.066727,0.083976,0.24754,0.048591,0.061982,0.48867,1.2275,-1.5,3.0,0.04,single,5.0
2.8984,1.0,0.54062,0.29524,1.1128e-05,3.0826e-07,0.0041184,0.0013156,0.0039557,0.00030673,0.27952,0.22297,0.0017593,0.0051476,0.010963,2.0021,5.9734,3.1955,0.96977,0.15315,0.046484,0.002091,0.037902,0.028635,0.066883,0.16468,0.057248,0.16876,0.035675,0.045016,0.51661,1.2977,-1.0,3.0,0.04,single,5.0
2.9252,1.0,0.59164,0.31643,2.7259e-05,7.4729e-07,0.0035147,0.0011227,0.0032393,0.0002472,0.21451,0.17226,0.0049588,0.014471,0.025155,3.1084,9.2742,3.2991,0.98387,0.30146,0.091502,0.0014879,0.088233,0.067088,0.17517,0.43037,0.042013,0.12385,0.029356,0.036759,0.49844,1.252,-0.5,3.0,0.04,single,5.0
2.8325,1.0,0.47285,0.25795,0.0038743,0.00051268,0.042337,0.013524,0.018448,0.0017951,0.40513,0.59996,7.4956e-05,0.00021951,0.00020925,0.0069078,0.02061,0.0034932,0.0059373,0.013278,0.0040302,0.087564,0.014802,0.010584,3.852e-06,2.0536e-06,0.073703,0.21726,0.17702,0.12353,0.016666,0.041864,-4.0,1.0,0.001,binary,3.0
2.8256,1.0,0.47355,0.2575,0.0058178,0.00075557,0.023701,0.007571,0.0086578,0.00084344,0.50844,0.75176,0.0010546,0.0030883,0.0024081,0.060526,0.18058,0.024348,0.040873,0.033769,0.010249,0.056328,0.052463,0.037239,0.0001227,6.6321e-05,0.074631,0.22,0.12776,0.089431,0.033012,0.082925,-3.5,1.0,0.001,binary,3.0
2.8165,1.0,0.47423,0.25731,0.0066855,0.00084732,0.013724,0.0043842,0.0045324,0.00044203,0.44111,0.65174,0.0063815,0.018688,0.012287,0.24584,0.73348,0.082062,0.13629,0.064625,0.019615,0.034794,0.13138,0.092317,0.0019124,0.0010702,0.054398,0.16036,0.083567,0.058615,0.050275,0.12629,-3.0,1.0,0.001,binary,3.0
2.8071,1.0,0.47478,0.25754,0.0071189,0.00087681,0.0090874,0.0029029,0.002831,0.00027634,0.31292,0.46231,0.015585,0.045642,0.026555,0.45245,1.3499,0.13298,0.21904,0.094157,0.028578,0.022903,0.23361,0.16156,0.011013,0.0066629,0.036333,0.1071,0.056597,0.039739,0.061543,0.15459,-2.5,1.0,0.001,binary,3.0
2.7987,1.0,0.4752,0.25787,0.0075457,0.00090107,0.006652,0.0021249,0.0019842,0.00019382,0.23131,0.34175,0.024748,0.072475,0.039085,0.60111,1.7935,0.16317,0.26695,0.11704,0.035523,0.016469,0.3294,0.22351,0.033306,0.019195,0.026271,0.077443,0.041616,0.029238,0.066349,0.16666,-2.0,1.0,0.001,binary,3.0
2.7918,1.0,0.47551,0.25819,0.008065,0.0009332,0.0050645,0.0016178,0.0014569,0.00014239,0.17624,0.26036,0.032922,0.096411,0.049584,0.71309,2.1276,0.18354,0.29858,0.13496,0.040961,0.012343,0.40808,0.27217,0.071897,0.04024,0.019711,0.058105,0.031997,0.022491,0.067381,0.16926,-1.5,1.0,0.001,binary,3.0
2.7855,1.0,0.47578,0.25845,0.0087348,0.00097941,0.0038962,0.0012446,0.0010857,0.00010618,0.13415,0.19813,0.040541,0.11872,0.05904,0.80708,2.408,0.19925,0.3224,0.1504,0.045648,0.0093298,0.47413,0.3123,0.12106,0.06785,0.014835,0.043731,0.024887,0.017502,0.066521,0.1671,-1.0,1.0,0.001,binary,3.0
2.7792,1.0,0.47606,0.25873,0.009507,0.001031,0.0030043,0.00095969,0.000814,7.9642e-05,0.10098,0.14911,0.048121,0.14092,0.068139,0.89126,2.6591,0.2121,0.34128,0.16471,0.049992,0.0070338,0.53326,0.34857,0.17081,0.097294,0.011089,0.03269,0.019338,0.013605,0.064169,0.16119,-0.5,1.0,0.001,binary,3.0
2.8326,1.0,0.47287,0.25791,0.0039211,0.00051879,0.041331,0.013203,0.017222,0.0016723,0.41181,0.59775,7.8077e-05,0.00022865,0.0002176,0.0071598,0.021362,0.0036705,0.0057196,0.013584,0.0041229,0.055587,0.015544,0.010627,4.0734e-06,2.1723e-06,0.073221,0.21584,0.17326,0.1232,0.016953,0.042586,-4.0,1.5,0.001,binary,3.0
2.8253,1.0,0.4736,0.25742,0.0058924,0.0007644,0.022038,0.0070399,0.0075885,0.00073753,0.51859,0.75106,0.0011692,0.003424,0.0026576,0.066298,0.1978,0.026924,0.041364,0.035614,0.010809,0.033196,0.057057,0.038819,0.00014082,7.6218e-05,0.073612,0.21699,0.12189,0.087055,0.0343,0.08616,-3.5,1.5,0.001,binary,3.0
2.8149,1.0,0.47437,0.25719,0.0067502,0.00085249,0.011262,0.0035976,0.0034553,0.0003361,0.42345,0.61281,0.0078075,0.022864,0.01483,0.29064,0.86714,0.096728,0.14696,0.071552,0.021717,0.018205,0.15273,0.10339,0.0025715,0.0014548,0.049184,0.14499,0.073296,0.052475,0.0538,0.13514,-3.0,1.5,0.001,binary,3.0
2.8026,1.0,0.47503,0.25748,0.0072686,0.00088621,0.0063453,0.0020269,0.0018326,0.00017838,0.25072,0.36283,0.02082,0.060973,0.034388,0.55963,1.6697,0.16037,0.24136,0.10938,0.033198,0.010115,0.29314,0.19698,0.017061,0.010209,0.027089,0.079853,0.042836,0.030701,0.06681,0.16782,-2.5,1.5,0.001,binary,3.0
2.791,1.0,0.47555,0.25805,0.0078982,0.00092419,0.0041884,0.0013379,0.0011617,0.00011314,0.1553,0.2248,0.034498,0.10103,0.052098,0.74802,2.2318,0.19423,0.28996,0.13944,0.042323,0.006345,0.42969,0.28597,0.060187,0.033599,0.016604,0.048945,0.027636,0.019813,0.069957,0.17573,-2.0,1.5,0.001,binary,3.0
2.7818,1.0,0.47595,0.25863,0.0087127,0.00097682,0.0030482,0.00097371,0.00081953,7.985e-05,0.10657,0.15428,0.0458,0.13413,0.065627,0.87231,2.6026,0.21317,0.31581,0.16086,0.048824,0.0044143,0.52608,0.3468,0.13318,0.075094,0.011389,0.033571,0.019746,0.014159,0.066706,0.16756,-1.5,1.5,0.001,binary,3.0
2.774,1.0,0.4763,0.25906,0.0097941,0.0010533,0.0023051,0.00073634,0.00060455,5.8919e-05,0.076768,0.11115,0.055211,0.16169,0.076431,0.9639,2.8759,0.22593,0.33184,0.17725,0.053798,0.0032164,0.58819,0.38488,0.20889,0.12018,0.0082117,0.024206,0.01484,0.010644,0.061421,0.15429,-1.0,1.5,0.001,binary,3.0
2.7666,1.0,0.47663,0.25937,0.011172,0.00115,0.0017657,0.00056404,0.00045399,4.4249e-05,0.056227,0.081409,0.063875,0.18707,0.086035,1.0401,3.1033,0.23583,0.34286,0.19137,0.058086,0.0023789,0.63213,0.41165,0.26179,0.15375,0.0060289,0.017772,0.011359,0.0081486,0.055375,0.1391,-0.5,1.5,0.001,binary,3.0
2.8328,1.0,0.47287,0.25788,0.0039385,0.00052104,0.041055,0.013115,0.016751,0.0016091,0.4221,0.5776,7.952e-05,0.00023288,0.00022159,0.0072731,0.0217,0.0038352,0.0047629,0.013694,0.0041562,0.028268,0.015936,0.010667,4.1839e-06,2.2312e-06,0.073265,0.21597,0.16631,0.1249,0.017094,0.042939,-4.0,2.0,0.001,binary,3.0
2.8253,1.0,0.47362,0.25737,0.0059192,0.00076753,0.021476,0.0068605,0.007174,0.00068919,0.53245,0.72588,0.0012198,0.0035721,0.0027679,0.068748,0.20512,0.028629,0.035031,0.036341,0.01103,0.015665,0.059252,0.03951,0.00014933,8.0852e-05,0.073562,0.21685,0.11556,0.087433,0.034862,0.087572,-3.5,2.0,0.001,binary,3.0
2.8143,1.0,0.47442,0.25712,0.0067774,0.00085456,0.010282,0.0032845,0.0030293,0.0002911,0.42143,0.5745,0.0085046,0.024906,0.016061,0.31168,0.92992,0.10569,0.12839,0.074566,0.022632,0.0079168,0.16304,0.1083,0.0029344,0.0016697,0.047155,0.13901,0.066661,0.05057,0.055371,0.13909,-3.0,2.0,0.001,binary,3.0
2.8001,1.0,0.47518,0.25744,0.0073709,0.00089324,0.0050267,0.0016057,0.0013806,0.00013271,0.21834,0.29793,0.024209,0.070899,0.039261,0.62176,1.8551,0.17863,0.21539,0.11799,0.035812,0.003819,0.33028,0.21846,0.021948,0.01296,0.022499,0.066322,0.034845,0.026446,0.06947,0.1745,-2.5,2.0,0.001,binary,3.0
2.7847,1.0,0.47579,0.25825,0.0081982,0.00094281,0.0028252,0.00090248,0.00074196,7.1313e-05,0.1103,0.15066,0.042597,0.12475,0.062346,0.85153,2.5406,0.21739,0.25929,0.15573,0.047266,0.0019982,0.50832,0.33456,0.090846,0.05034,0.011301,0.033313,0.019008,0.01442,0.070694,0.17758,-2.0,2.0,0.001,binary,3.0
2.7724,1.0,0.47636,0.25919,0.0094343,0.0010252,0.0018664,0.0005962,0.00047565,4.5697e-05,0.06522,0.089161,0.058254,0.17062,0.080169,0.9989,2.9803,0.23741,0.2788,0.18266,0.055441,0.0012179,0.62435,0.40891,0.20405,0.11947,0.0067644,0.01994,0.011968,0.0090742,0.06201,0.15576,-1.5,2.0,0.001,binary,3.0
2.7621,1.0,0.47684,0.25977,0.01124,0.0011577,0.0013555,0.000433,0.00033905,3.2547e-05,0.043857,0.059992,0.070344,0.20606,0.093163,1.0959,3.2697,0.24951,0.28697,0.20133,0.061106,0.00083145,0.67159,0.43809,0.29838,0.17519,0.0046019,0.013566,0.0085071,0.0064493,0.0516,0.12962,-1.0,2.0,0.001,binary,3.0
2.7533,1.0,0.47726,0.26008,0.013806,0.0013475,0.0010254,0.00032756,0.00025362,2.4317e-05,0.031447,0.043033,0.080657,0.23632,0.10384,1.1701,3.4911,0.25852,0.28969,0.21601,0.065563,0.00059986,0.68439,0.44524,0.34664,0.20034,0.0033331,0.0098255,0.0064286,0.0048737,0.042484,0.10672,-0.5,2.0,0.001,binary,3.0
2.8331,1.0,0.47287,0.25784,0.0039469,0.00052212,0.041044,0.013111,0.016194,0.0015054,0.44305,0.52015,8.0635e-05,0.00023614,0.000225,0.0073623,0.021966,0.0038537,0.0029922,0.013747,0.0041725,0.01213,0.016178,0.010787,4.2639e-06,2.2736e-06,0.074112,0.21847,0.14939,0.12885,0.017266,0.043372,-4.0,2.5,0.001,binary,3.0
2.8255,1.0,0.47363,0.25734,0.0059345,0.00076938,0.021345,0.0068184,0.0068689,0.00063697,0.55823,0.65075,0.0012446,0.0036448,0.0028271,0.07,0.20885,0.02885,0.022057,0.036609,0.011111,0.0062899,0.060226,0.040022,0.00015366,8.3204e-05,0.074386,0.21928,0.10249,0.089714,0.035266,0.088587,-3.5,2.5,0.001,binary,3.0
2.8142,1.0,0.47444,0.25708,0.0067938,0.0008561,0.0099663,0.0031836,0.0028069,0.00025992,0.43573,0.50879,0.0088148,0.025814,0.01663,0.32108,0.95796,0.10747,0.08215,0.075709,0.022979,0.0030003,0.16715,0.11067,0.0031081,0.0017726,0.046981,0.13849,0.058009,0.050942,0.05622,0.14122,-3.0,2.5,0.001,binary,3.0
2.7991,1.0,0.47524,0.25742,0.0074219,0.00089685,0.0045115,0.0014412,0.001176,0.00010872,0.21084,0.24713,0.02586,0.075736,0.04164,0.65101,1.9423,0.18326,0.14011,0.12173,0.036948,0.0013298,0.3468,0.22872,0.024743,0.0145,0.020892,0.061586,0.028636,0.025113,0.070792,0.17783,-2.5,2.5,0.001,binary,3.0
2.7811,1.0,0.47592,0.25841,0.008398,0.00095563,0.0021859,0.00069828,0.00053987,4.9745e-05,0.090918,0.10693,0.0476,0.13942,0.068536,0.90998,2.715,0.22439,0.17025,0.16479,0.050018,0.00059542,0.55212,0.36277,0.11414,0.063569,0.0089468,0.026373,0.013628,0.011925,0.070451,0.17697,-2.0,2.5,0.001,binary,3.0
2.7653,1.0,0.47669,0.25967,0.010083,0.0010695,0.0012335,0.00039402,0.00029568,2.7109e-05,0.044889,0.052926,0.068119,0.19959,0.091205,1.0864,3.2414,0.24567,0.18253,0.19806,0.060114,0.0003032,0.68528,0.44889,0.26081,0.15672,0.0044684,0.013172,0.0072406,0.0063257,0.05645,0.1418,-1.5,2.5,0.001,binary,3.0
2.7515,1.0,0.47733,0.26048,0.012915,0.0012811,0.00081396,0.00026002,0.00019293,1.7588e-05,0.026898,0.03176,0.083963,0.24615,0.10756,1.1988,3.5767,0.25742,0.18481,0.22049,0.066924,0.00018348,0.70622,0.46172,0.36877,0.21268,0.0027204,0.0080192,0.0046439,0.0040554,0.040846,0.1026,-1.0,2.5,0.001,binary,3.0
2.7404,1.0,0.47793,0.26086,0.017549,0.0016356,0.00059482,0.00019001,0.00014081,1.2762e-05,0.018455,0.021811,0.096888,0.28429,0.1203,1.2787,3.8152,0.26482,0.18226,0.23691,0.071907,0.00012637,0.67343,0.43956,0.44209,0.23356,0.0019004,0.0056019,0.0034131,0.0029811,0.029621,0.074407,-0.5,2.5,0.001,binary,3.0
2.8334,1.0,0.47288,0.25782,0.0039601,0.00052385,0.041189,0.013158,0.015009,0.0012806,0.46459,0.40428,8.1826e-05,0.00023963,0.00022913,0.0074622,0.022264,0.0031865,0.0012532,0.013785,0.0041839,0.0045817,0.016307,0.011001,4.3401e-06,2.314e-06,0.074634,0.22001,0.11685,0.13041,0.017589,0.044183,-4.0,3.0,0.001,binary,3.0
2.8256,1.0,0.47363,0.25733,0.0059553,0.00077205,0.02139,0.006833,0.0063093,0.00053388,0.58225,0.50077,0.0012616,0.0036945,0.0028769,0.07097,0.21175,0.02377,0.009203,0.036718,0.011145,0.00227,0.060492,0.0407,0.00015659,8.4802e-05,0.074837,0.2206,0.078394,0.089816,0.035876,0.090119,-3.5,3.0,0.001,binary,3.0
2.8142,1.0,0.47446,0.2571,0.0068204,0.00085931,0.0099269,0.0031711,0.0025432,0.00021388,0.45033,0.38855,0.0089506,0.026212,0.016944,0.32601,0.97267,0.088935,0.034588,0.076061,0.023086,0.0010429,0.1677,0.11242,0.0031975,0.0018257,0.046975,0.13847,0.043687,0.050363,0.057118,0.14348,-3.0,3.0,0.001,binary,3.0
2.7988,1.0,0.47527,0.25747,0.0074625,0.0009009,0.0043724,0.0013967,0.0010269,8.5755e-05,0.21163,0.18388,0.026411,0.07735,0.0426,0.66287,1.9777,0.15241,0.05973,0.12277,0.037263,0.00044215,0.34911,0.23309,0.026044,0.015212,0.020308,0.059865,0.021006,0.024172,0.071799,0.18036,-2.5,3.0,0.001,binary,3.0
2.7799,1.0,0.476,0.25852,0.0085111,0.000964,0.0019505,0.00062307,0.00042978,3.5463e-05,0.084251,0.073687,0.049578,0.14521,0.071195,0.93463,2.7886,0.18733,0.073679,0.16804,0.051003,0.00018118,0.56271,0.37432,0.12615,0.070653,0.0079892,0.023551,0.0092999,0.010666,0.070466,0.17701,-2.0,3.0,0.001,binary,3.0
2.7621,1.0,0.47693,0.26,0.010515,0.0011,0.00094661,0.00030239,0.00020188,1.6356e-05,0.036073,0.031692,0.073477,0.21528,0.097309,1.1321,3.3778,0.20514,0.080187,0.20566,0.06242,7.9013e-05,0.70176,0.46577,0.29372,0.17647,0.0034181,0.010076,0.0042858,0.004905,0.052727,0.13245,-1.5,3.0,0.001,binary,3.0
2.7448,1.0,0.4778,0.26112,0.014371,0.0013899,0.00053748,0.00017169,0.00011432,9.0721e-06,0.018582,0.01636,0.093118,0.27297,0.11719,1.2628,3.7676,0.21319,0.081784,0.23207,0.070439,4.0613e-05,0.69316,0.45979,0.42196,0.22974,0.0017761,0.0052357,0.0023778,0.002721,0.032956,0.082783,-1.0,3.0,0.001,binary,3.0
2.731,1.0,0.47872,0.26179,0.021726,0.0019597,0.00036241,0.00011577,7.7601e-05,6.0542e-06,0.011625,0.010245,0.10966,0.32167,0.13295,1.3549,4.0425,0.21587,0.080672,0.25146,0.076324,2.5519e-05,0.6098,0.40438,0.52219,0.25993,0.0011394,0.0033588,0.001618,0.0018527,0.020353,0.051126,-0.5,3.0,0.001,binary,3.0
2.8153,1.0,0.47327,0.2601,0.0038784,0.00051032,0.073497,0.023478,0.033114,0.0032233,0.70943,1.0511,9.415e-05,0.00027572,0.00028737,0.010706,0.031943,0.0059954,0.010236,0.019689,0.0059758,0.17147,0.021057,0.015066,4.3429e-06,2.4851e-06,0.13622,0.40156,0.32947,0.22976,0.030253,0.075995,-4.0,1.0,0.002,binary,3.0
2.8075,1.0,0.47396,0.26008,0.0060174,0.00077956,0.041418,0.013231,0.015657,0.0015258,0.891,1.3181,0.0012772,0.0037404,0.003235,0.093483,0.27891,0.042216,0.071321,0.051563,0.01565,0.11247,0.073217,0.052017,0.00013638,8.085e-05,0.13947,0.41112,0.23977,0.16769,0.060034,0.1508,-3.5,1.0,0.002,binary,3.0
2.7979,1.0,0.47457,0.26032,0.0069513,0.00088238,0.02401,0.0076697,0.0081851,0.00079841,0.78631,1.1625,0.0074732,0.021885,0.01635,0.38771,1.1568,0.14847,0.24889,0.10041,0.030476,0.070053,0.1749,0.12307,0.0020151,0.0012887,0.10364,0.30552,0.15636,0.10955,0.090928,0.2284,-3.0,1.0,0.002,binary,3.0
2.7891,1.0,0.47501,0.26076,0.0073579,0.00091219,0.015823,0.0050545,0.0050802,0.00049591,0.5609,0.82923,0.01728,0.050604,0.034346,0.71644,2.1376,0.24702,0.41181,0.14528,0.044096,0.04576,0.2913,0.20184,0.0099042,0.0069493,0.069146,0.20383,0.10452,0.073293,0.11018,0.27675,-2.5,1.0,0.002,binary,3.0
2.782,1.0,0.47535,0.26115,0.0077521,0.00093701,0.011549,0.0036893,0.0035416,0.00034593,0.41298,0.6106,0.025937,0.075957,0.048687,0.9406,2.8064,0.30458,0.50535,0.17735,0.05383,0.032501,0.38745,0.26353,0.027024,0.01715,0.04957,0.14612,0.075786,0.053175,0.11769,0.29563,-2.0,1.0,0.002,binary,3.0
2.7764,1.0,0.47565,0.26144,0.0082684,0.00097342,0.0088094,0.0028141,0.0025967,0.00025378,0.31396,0.46419,0.033259,0.0974,0.060112,1.1026,3.2898,0.34208,0.56488,0.20123,0.061077,0.024113,0.46252,0.30945,0.054247,0.032959,0.036983,0.10902,0.05773,0.040527,0.11865,0.29803,-1.5,1.0,0.002,binary,3.0
2.7711,1.0,0.4759,0.26165,0.0089912,0.00103,0.006824,0.0021799,0.0019448,0.00019013,0.23863,0.35276,0.04014,0.11755,0.07035,1.2364,3.6889,0.37027,0.6082,0.22142,0.067204,0.018085,0.5259,0.34775,0.0859,0.052229,0.027726,0.08173,0.044698,0.031393,0.11646,0.29254,-1.0,1.0,0.002,binary,3.0
2.7658,1.0,0.47617,0.26185,0.0099008,0.0011013,0.0053235,0.0017005,0.0014703,0.00014378,0.17956,0.26541,0.047071,0.13785,0.08016,1.3542,4.0403,0.39272,0.64126,0.23989,0.072811,0.013541,0.58336,0.38299,0.11459,0.071071,0.020685,0.060974,0.034733,0.024405,0.11186,0.28099,-0.5,1.0,0.002,binary,3.0
2.8155,1.0,0.47329,0.26005,0.0039299,0.00051702,0.07201,0.023003,0.031369,0.0030459,0.72239,1.0487,9.8443e-05,0.00028829,0.00029961,0.011106,0.033137,0.0062988,0.0098458,0.020182,0.0061255,0.10822,0.022182,0.015179,4.6086e-06,2.6377e-06,0.13548,0.39936,0.3231,0.2297,0.030797,0.07736,-4.0,1.5,0.002,binary,3.0
2.8073,1.0,0.47401,0.26002,0.0060984,0.00078932,0.038712,0.012366,0.013903,0.0013514,0.91114,1.3198,0.0014175,0.0041511,0.0035711,0.10231,0.30524,0.046618,0.071954,0.054544,0.016555,0.066054,0.079794,0.054358,0.00015651,9.2985e-05,0.13791,0.40654,0.22942,0.16378,0.06239,0.15672,-3.5,1.5,0.002,binary,3.0
2.7963,1.0,0.47469,0.2603,0.0070117,0.00088757,0.019904,0.0063582,0.0063425,0.00061694,0.76181,1.1027,0.0091132,0.026688,0.019677,0.45735,1.3645,0.17489,0.26752,0.11136,0.033799,0.036736,0.20234,0.13722,0.0026563,0.001728,0.094652,0.27902,0.13781,0.098595,0.097074,0.24384,-3.0,1.5,0.002,binary,3.0
2.785,1.0,0.47522,0.26086,0.0074875,0.00092099,0.011182,0.003572,0.0033355,0.00032462,0.45667,0.66106,0.022798,0.066765,0.044054,0.88166,2.6305,0.29801,0.45234,0.16777,0.050922,0.020273,0.35868,0.24166,0.014679,0.0099224,0.052302,0.15418,0.079465,0.056908,0.11894,0.29876,-2.5,1.5,0.002,binary,3.0
2.7758,1.0,0.47564,0.26142,0.0080845,0.00096187,0.0073416,0.0023452,0.0020932,0.0002038,0.28041,0.40607,0.035283,0.10333,0.063542,1.1566,3.4508,0.36199,0.54513,0.20782,0.063077,0.012453,0.48921,0.32671,0.046203,0.027846,0.031552,0.09301,0.050305,0.036036,0.12333,0.3098,-2.0,1.5,0.002,binary,3.0
2.7684,1.0,0.47605,0.26187,0.0089395,0.0010267,0.0053543,0.0017104,0.0014743,0.00014356,0.19027,0.27561,0.044953,0.13165,0.077416,1.3265,3.9578,0.39584,0.59038,0.23447,0.071167,0.0085046,0.57575,0.3811,0.092169,0.056455,0.021333,0.062887,0.035491,0.025428,0.11681,0.29343,-1.5,1.5,0.002,binary,3.0
2.7616,1.0,0.47641,0.26214,0.010206,0.0011316,0.0040984,0.0013092,0.001095,0.00010661,0.13651,0.19776,0.053409,0.15643,0.088801,1.4518,4.3315,0.41804,0.61573,0.25527,0.077478,0.0061287,0.63573,0.41788,0.13429,0.08363,0.015298,0.045096,0.026652,0.019098,0.10703,0.26885,-1.0,1.5,0.002,binary,3.0
